                  model  engine  nrGPUs_a100  batchSize_a100  throughput_a100  throughput_tesla       errors_l_a100      errors_l_tesla  Improvement
31562  Codellama-34b-hf  autohf            2              64              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
31607  Codellama-34b-hf  autohf            2             128              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
31652  Codellama-34b-hf  autohf            2             256              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
31697  Codellama-34b-hf  autohf            2             512              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
31742  Codellama-34b-hf  autohf            2            1028              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
31877  Codellama-34b-hf  autohf            4               4         5.347197               NaN                  ok  CUDA out of memory          NaN
31922  Codellama-34b-hf  autohf            4               8         5.332970               NaN                  ok  CUDA out of memory          NaN
31967  Codellama-34b-hf  autohf            4              16         5.187822               NaN                  ok  CUDA out of memory          NaN
32012  Codellama-34b-hf  autohf            4              32         5.623152               NaN  CUDA out of memory  CUDA out of memory          NaN
32057  Codellama-34b-hf  autohf            4              64              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
32102  Codellama-34b-hf  autohf            4             128              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
32147  Codellama-34b-hf  autohf            4             256              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
32192  Codellama-34b-hf  autohf            4             512              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
32237  Codellama-34b-hf  autohf            4            1028              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
32597  Codellama-34b-hf  autohf            8             128         4.215686               NaN  CUDA out of memory  CUDA out of memory          NaN
32642  Codellama-34b-hf  autohf            8             256              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
32687  Codellama-34b-hf  autohf            8             512              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
32732  Codellama-34b-hf  autohf            8            1028              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
33286  Codellama-70b-hf  autohf            4               8              NaN          0.348320  CUDA out of memory                  ok          NaN
33309  Codellama-70b-hf  autohf            4              16              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
33332  Codellama-70b-hf  autohf            4              32              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
33355  Codellama-70b-hf  autohf            4              64              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
33378  Codellama-70b-hf  autohf            4             128              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
33401  Codellama-70b-hf  autohf            4             256              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
33424  Codellama-70b-hf  autohf            4             512              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
33447  Codellama-70b-hf  autohf            4            1028              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
33585  Codellama-70b-hf  autohf            8              32              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
33608  Codellama-70b-hf  autohf            8              64              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
33631  Codellama-70b-hf  autohf            8             128              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
33654  Codellama-70b-hf  autohf            8             256              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
33677  Codellama-70b-hf  autohf            8             512              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
33700  Codellama-70b-hf  autohf            8            1028              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
34002   Codellama-7b-hf  autohf            1              16        23.548801               NaN  CUDA out of memory  CUDA out of memory          NaN
34047   Codellama-7b-hf  autohf            1              32              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
34092   Codellama-7b-hf  autohf            1              64              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
34137   Codellama-7b-hf  autohf            1             128              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
34182   Codellama-7b-hf  autohf            1             256              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
34227   Codellama-7b-hf  autohf            1             512              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
34272   Codellama-7b-hf  autohf            1            1028              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
34587   Codellama-7b-hf  autohf            2              64        22.966397               NaN  CUDA out of memory  CUDA out of memory          NaN
34632   Codellama-7b-hf  autohf            2             128              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
34677   Codellama-7b-hf  autohf            2             256              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
34722   Codellama-7b-hf  autohf            2             512              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
34767   Codellama-7b-hf  autohf            2            1028              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
35127   Codellama-7b-hf  autohf            4             128        20.238878               NaN  CUDA out of memory  CUDA out of memory          NaN
35172   Codellama-7b-hf  autohf            4             256              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
35217   Codellama-7b-hf  autohf            4             512              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
35262   Codellama-7b-hf  autohf            4            1028              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
35667   Codellama-7b-hf  autohf            8             256              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
35712   Codellama-7b-hf  autohf            8             512              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
35757   Codellama-7b-hf  autohf            8            1028              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
37809          Gemma-2b  autohf            1              32        47.296964               NaN  CUDA out of memory  CUDA out of memory          NaN
37832          Gemma-2b  autohf            1              64              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
37855          Gemma-2b  autohf            1             128              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
37878          Gemma-2b  autohf            1             256              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
37901          Gemma-2b  autohf            1             512              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
37924          Gemma-2b  autohf            1            1028              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
38085          Gemma-2b  autohf            2              64              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
38108          Gemma-2b  autohf            2             128              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
38131          Gemma-2b  autohf            2             256              NaN               NaN       killed-noInfo  CUDA out of memory          NaN
40623          Gemma-7b  autohf            1               8         7.229328               NaN  CUDA out of memory  CUDA out of memory          NaN
40646          Gemma-7b  autohf            1              16              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
40669          Gemma-7b  autohf            1              32              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
40692          Gemma-7b  autohf            1              64              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
40715          Gemma-7b  autohf            1             128              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
40738          Gemma-7b  autohf            1             256              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
40761          Gemma-7b  autohf            1             512              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
40784          Gemma-7b  autohf            1            1028              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
40899          Gemma-7b  autohf            2              16         1.961611               NaN                  ok  CUDA out of memory          NaN
40922          Gemma-7b  autohf            2              32              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
40945          Gemma-7b  autohf            2              64              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
40968          Gemma-7b  autohf            2             128              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
40991          Gemma-7b  autohf            2             256              NaN               NaN       killed-noInfo  CUDA out of memory          NaN
45665           Phi-1_5  autohf            1             128              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
45710           Phi-1_5  autohf            1             256              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
45755           Phi-1_5  autohf            1             512              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
45800           Phi-1_5  autohf            1            1028              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
46160           Phi-1_5  autohf            2             128              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
46205           Phi-1_5  autohf            2             256              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
46250           Phi-1_5  autohf            2             512              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
46295           Phi-1_5  autohf            2            1028              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
46655           Phi-1_5  autohf            4             128              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
46700           Phi-1_5  autohf            4             256              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
46745           Phi-1_5  autohf            4             512              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
46790           Phi-1_5  autohf            4            1028              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
47150           Phi-1_5  autohf            8             128              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
47195           Phi-1_5  autohf            8             256              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
47240           Phi-1_5  autohf            8             512              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
47285           Phi-1_5  autohf            8            1028              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
49537             Phi-2  autohf            1             128              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
49582             Phi-2  autohf            1             256              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
49627             Phi-2  autohf            1             512              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
49672             Phi-2  autohf            1            1028              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
50032             Phi-2  autohf            2             128              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
50077             Phi-2  autohf            2             256              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
50122             Phi-2  autohf            2             512              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
50167             Phi-2  autohf            2            1028              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
50572             Phi-2  autohf            4             256              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
50617             Phi-2  autohf            4             512              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
50662             Phi-2  autohf            4            1028              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
51067             Phi-2  autohf            8             256        35.801191               NaN  CUDA out of memory  CUDA out of memory          NaN
51112             Phi-2  autohf            8             512              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
51157             Phi-2  autohf            8            1028              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
53319     Codestral-22b  autohf            1              32              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
53364     Codestral-22b  autohf            1              64              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
53409     Codestral-22b  autohf            1             128              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
53454     Codestral-22b  autohf            1             256              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
53499     Codestral-22b  autohf            1             512              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
53544     Codestral-22b  autohf            1            1028              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
53679     Codestral-22b  autohf            2               4              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
53724     Codestral-22b  autohf            2               8              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
53769     Codestral-22b  autohf            2              16              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
53814     Codestral-22b  autohf            2              32              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
53859     Codestral-22b  autohf            2              64              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
53904     Codestral-22b  autohf            2             128              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
53949     Codestral-22b  autohf            2             256              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
53994     Codestral-22b  autohf            2             512              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
54039     Codestral-22b  autohf            2            1028              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
54399     Codestral-22b  autohf            4             128              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
54444     Codestral-22b  autohf            4             256              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
54489     Codestral-22b  autohf            4             512              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
54534     Codestral-22b  autohf            4            1028              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
54939     Codestral-22b  autohf            8             256              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
54984     Codestral-22b  autohf            8             512              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
55029     Codestral-22b  autohf            8            1028              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
55966        Mistral-7b  autohf            1              32        19.109835               NaN  CUDA out of memory  CUDA out of memory          NaN
56008        Mistral-7b  autohf            1              64              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
56050        Mistral-7b  autohf            1             128              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
56092        Mistral-7b  autohf            1             256              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
56134        Mistral-7b  autohf            1             512              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
56176        Mistral-7b  autohf            1            1028              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
56512        Mistral-7b  autohf            2             128        15.127362               NaN  CUDA out of memory       killed-noInfo          NaN
57013        Mistral-7b  autohf            4             256              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
57055        Mistral-7b  autohf            4             512              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
57097        Mistral-7b  autohf            4            1028              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
57475        Mistral-7b  autohf            8             256              NaN               NaN       killed-noInfo  CUDA out of memory          NaN
59684      Mixtral-8x7b  autohf            1              64              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
59729      Mixtral-8x7b  autohf            1             128              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
59774      Mixtral-8x7b  autohf            1             256              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
59819      Mixtral-8x7b  autohf            1             512              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
59864      Mixtral-8x7b  autohf            1            1028              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
60134      Mixtral-8x7b  autohf            2              32              NaN          1.733643  CUDA out of memory                  ok          NaN
60179      Mixtral-8x7b  autohf            2              64              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
60224      Mixtral-8x7b  autohf            2             128              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
60269      Mixtral-8x7b  autohf            2             256              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
60314      Mixtral-8x7b  autohf            2             512              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
60359      Mixtral-8x7b  autohf            2            1028              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
60629      Mixtral-8x7b  autohf            4              32              NaN          2.634792  CUDA out of memory                  ok          NaN
60674      Mixtral-8x7b  autohf            4              64              NaN          4.105531  CUDA out of memory  CUDA out of memory          NaN
60719      Mixtral-8x7b  autohf            4             128              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
60764      Mixtral-8x7b  autohf            4             256              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
60809      Mixtral-8x7b  autohf            4             512              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
60854      Mixtral-8x7b  autohf            4            1028              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
61214      Mixtral-8x7b  autohf            8             128        10.145965               NaN  CUDA out of memory  CUDA out of memory          NaN
61259      Mixtral-8x7b  autohf            8             256              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
61304      Mixtral-8x7b  autohf            8             512              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
61349      Mixtral-8x7b  autohf            8            1028              NaN               NaN  CUDA out of memory  CUDA out of memory          NaN
